id;name;short
ULC1082_TP;ULC1082(TP) - Língua Estrangeira Aplicada Espanhol - Opção C;LEAEC(TP)
ULC1083_TP;ULC1083(TP) - Língua Estrangeira Aplicada Francês - Opção C;LEAFC(TP)
ULC1084_TP;ULC1084(TP) - Alemão;A(TP)
ULC1084_T;ULC1084(T) - Alemão;A(T)
ULC1085_TP;ULC1085(TP) - Francês;F(TP)
ULC1085_T;ULC1085(T) - Francês;F(T)
ULC1086_TP;ULC1086(TP) - Inglês Técnico;IT(TP)
ULC1086_T;ULC1086(T) - Inglês Técnico;IT(T)
ULC1069_TC;ULC1069(TC) - Metodologias de Investigação;M(TC)
ULC1069_S;ULC1069(S) - Metodologias de Investigação;M(S)
ULC1069_OT;ULC1069(OT) - Metodologias de Investigação;M(OT)
ULC1069_TP;ULC1069(TP) - Metodologias de Investigação;M(TP)
ULC1070_OT;ULC1070(OT) - Língua Estrangeira Aplicada I - Inglês;LEAI(OT)
ULC1070_P;ULC1070(P) - Língua Estrangeira Aplicada I - Inglês;LEAI(P)
ULC1070_TP;ULC1070(TP) - Língua Estrangeira Aplicada I - Inglês;LEAI(TP)
ULC1072_OT;ULC1072(OT) - Técnicas de Expressão Linguística;TL(OT)
ULC1072_TP;ULC1072(TP) - Técnicas de Expressão Linguística;TL(TP)
ULC1073_OT;ULC1073(OT) - Língua Inglesa Aplicada I;LIAI(OT)
ULC1073_P;ULC1073(P) - Língua Inglesa Aplicada I;LIAI(P)
ULC1073_TP;ULC1073(TP) - Língua Inglesa Aplicada I;LIAI(TP)
ULC1074_OT;ULC1074(OT) - Cultura Contemporânea - Opção A;CCA(OT)
ULC1074_TP;ULC1074(TP) - Cultura Contemporânea - Opção A;CCA(TP)
ULC1075_OT;ULC1075(OT) - Língua Estrangeira Aplicada II - Inglês;LEAI(OT)
ULC1075_L;ULC1075(L) - Língua Estrangeira Aplicada II - Inglês;LEAI(L)
ULC1075_TP;ULC1075(TP) - Língua Estrangeira Aplicada II - Inglês;LEAI(TP)
ULC1076_OT;ULC1076(OT) - Técnicas de Expressão Oral e Escrita II;TCOII(OT)
ULC1076_TP;ULC1076(TP) - Técnicas de Expressão Oral e Escrita II;TCOII(TP)
ULC1076_T;ULC1076(T) - Técnicas de Expressão Oral e Escrita II;TCOII(T)
EM1016_OT;EM1016(OT) - Termodinâmica;T(OT)
EM1016_TP;EM1016(TP) - Termodinâmica;T(TP)
EM1016_T;EM1016(T) - Termodinâmica;T(T)
EM1029_S;EM1029(S) - Climatologia;C(S)
EM1029_OT;EM1029(OT) - Climatologia;C(OT)
EM1029_TP;EM1029(TP) - Climatologia;C(TP)
EM1029_T;EM1029(T) - Climatologia;C(T)
EC1116_TC;EC1116(TC) - Acústica e Poluição Sonora;AS(TC)
EC1116_TP;EC1116(TP) - Acústica e Poluição Sonora;AS(TP)
EC1116_T;EC1116(T) - Acústica e Poluição Sonora;AS(T)
EC1120_L;EC1120(L) - Geologia;G(L)
EC1120_TP;EC1120(TP) - Geologia;G(TP)
EC1120_T;EC1120(T) - Geologia;G(T)
G1103_OT;G1103(OT) - Enquadramento Jurídico das Empresas;EJdE(OT)
G1103_TP;G1103(TP) - Enquadramento Jurídico das Empresas;EJdE(TP)
G1104_OT;G1104(OT) - Logística e Gestão de Operações;L(OT)
G1104_TP;G1104(TP) - Logística e Gestão de Operações;L(TP)
G1106_E;G1106(E) - Estágio Profissionalizante;EP(E)
G1106_TC;G1106(TC) - Estágio Profissionalizante;EP(TC)
G1106_OT;G1106(OT) - Estágio Profissionalizante;EP(OT)
G1106_L;G1106(L) - Estágio Profissionalizante;EP(L)
G1106_P;G1106(P) - Estágio Profissionalizante;EP(P)
G1107_TC;G1107(TC) - Projeto Aplicado;PA(TC)
G1107_OT;G1107(OT) - Projeto Aplicado;PA(OT)
G1107_L;G1107(L) - Projeto Aplicado;PA(L)
G1107_P;G1107(P) - Projeto Aplicado;PA(P)
G1115_OT;G1115(OT) - Economia Para Gestores;EPG(OT)
G1115_TP;G1115(TP) - Economia Para Gestores;EPG(TP)
G1121_OT;G1121(OT) - Avaliação de Empresas;A(OT)
G1121_TP;G1121(TP) - Avaliação de Empresas;A(TP)
G1122_OT;G1122(OT) - Mercados e Finanças Internacionais;MI(OT)
G1122_TP;G1122(TP) - Mercados e Finanças Internacionais;MI(TP)
G1125_OT;G1125(OT) - Direito da Administração Pública;DP(OT)
G1125_TP;G1125(TP) - Direito da Administração Pública;DP(TP)
G1128_OT;G1128(OT) - Políticas Europeias e Programas Públicos;PEP(OT)
G1128_TP;G1128(TP) - Políticas Europeias e Programas Públicos;PEP(TP)
G1133_P;G1133(P) - Sistemas de Apoio à Decisão em Marketing;SàDeM(P)
G1133_OT;G1133(OT) - Sistemas de Apoio à Decisão em Marketing;SàDeM(OT)
G1133_TP;G1133(TP) - Sistemas de Apoio à Decisão em Marketing;SàDeM(TP)
G1134_TC;G1134(TC) - Análise e Gestão Estratégica;AE(TC)
G1134_OT;G1134(OT) - Análise e Gestão Estratégica;AE(OT)
G1134_TP;G1134(TP) - Análise e Gestão Estratégica;AE(TP)
G1135_TC;G1135(TC) - Negociação;N(TC)
G1135_S;G1135(S) - Negociação;N(S)
G1135_OT;G1135(OT) - Negociação;N(OT)
G1135_TP;G1135(TP) - Negociação;N(TP)
G1136_TC;G1136(TC) - Marketing de Serviços;M(TC)
G1136_S;G1136(S) - Marketing de Serviços;M(S)
G1136_OT;G1136(OT) - Marketing de Serviços;M(OT)
G1136_TP;G1136(TP) - Marketing de Serviços;M(TP)
G1137_TC;G1137(TC) - Marketing Industrial;MI(TC)
G1137_OT;G1137(OT) - Marketing Industrial;MI(OT)
G1137_TP;G1137(TP) - Marketing Industrial;MI(TP)
G1138_TC;G1138(TC) - Estudos de Mercado;E(TC)
G1138_P;G1138(P) - Estudos de Mercado;E(P)
G1138_OT;G1138(OT) - Estudos de Mercado;E(OT)
G1138_TP;G1138(TP) - Estudos de Mercado;E(TP)
G1139_TC;G1139(TC) - Comunicação em Marketing;CeM(TC)
G1139_S;G1139(S) - Comunicação em Marketing;CeM(S)
G1139_P;G1139(P) - Comunicação em Marketing;CeM(P)
G1139_OT;G1139(OT) - Comunicação em Marketing;CeM(OT)
G1139_TP;G1139(TP) - Comunicação em Marketing;CeM(TP)
G1140_TC;G1140(TC) - Modelos de Simulação de Marketing;M(TC)
G1140_P;G1140(P) - Modelos de Simulação de Marketing;M(P)
G1140_OT;G1140(OT) - Modelos de Simulação de Marketing;M(OT)
G1140_TP;G1140(TP) - Modelos de Simulação de Marketing;M(TP)
G1143_OT;G1143(OT) - Harmonização Contabilística e Gestão das Sociedades;HCdS(OT)
G1143_TP;G1143(TP) - Harmonização Contabilística e Gestão das Sociedades;HCdS(TP)
G1144_OT;G1144(OT) - Contabilidade e Fiscalidade;C(OT)
G1144_TP;G1144(TP) - Contabilidade e Fiscalidade;C(TP)
G1145_OT;G1145(OT) - Logística Global;LG(OT)
G1145_TP;G1145(TP) - Logística Global;LG(TP)
G1146_OT;G1146(OT) - Marketing Estratégico e Operacional;ME(OT)
G1146_TP;G1146(TP) - Marketing Estratégico e Operacional;ME(TP)
G1147_OT;G1147(OT) - Modelos Quantitativos;MQ(OT)
G1147_TP;G1147(TP) - Modelos Quantitativos;MQ(TP)
G1148_OT;G1148(OT) - Sistemas de Administração Pública;SP(OT)
G1148_TP;G1148(TP) - Sistemas de Administração Pública;SP(TP)
G1149_OT;G1149(OT) - Análise de Investimentos e Financiamento de Empreendimentos;A(OT)
G1149_TP;G1149(TP) - Análise de Investimentos e Financiamento de Empreendimentos;A(TP)
G1150_OT;G1150(OT) - Auditoria Financeira e Controlo Interno;AFI(OT)
G1150_TP;G1150(TP) - Auditoria Financeira e Controlo Interno;AFI(TP)
G1152_OT;G1152(OT) - Contabilidade e Auditoria Pública;CP(OT)
G1152_TP;G1152(TP) - Contabilidade e Auditoria Pública;CP(TP)
G1153_OT;G1153(OT) - Finanças Públicas e Gestão Orçamental;FPO(OT)
G1153_TP;G1153(TP) - Finanças Públicas e Gestão Orçamental;FPO(TP)
G1154_OT;G1154(OT) - Fiscalidade Nacional e Internacional;FN(OT)
G1154_TP;G1154(TP) - Fiscalidade Nacional e Internacional;FN(TP)
G1155_OT;G1155(OT) - Gestão de Compras e Stocks;G(OT)
G1155_TP;G1155(TP) - Gestão de Compras e Stocks;G(TP)
G1156_OT;G1156(OT) - Gestão de Transportes e Distribuição;G(OT)
G1156_TP;G1156(TP) - Gestão de Transportes e Distribuição;G(TP)
G1157_OT;G1157(OT) - Gestão Logística da Produção;GL(OT)
G1157_TP;G1157(TP) - Gestão Logística da Produção;GL(TP)
G1158_P;G1158(P) - Seminários Temáticos;ST(P)
G1159_OT;G1159(OT) - Temas Avançados em Contabilidade;TAeC(OT)
G1159_TP;G1159(TP) - Temas Avançados em Contabilidade;TAeC(TP)
G1160_OT;G1160(OT) - Inovação e Competitividade;I(OT)
G1160_TP;G1160(TP) - Inovação e Competitividade;I(TP)
G1165_OT;G1165(OT) - e-Accounting;e(OT)
G1165_TP;G1165(TP) - e-Accounting;e(TP)
G1166_OT;G1166(OT) - Marketing Público;MP(OT)
G1166_TP;G1166(TP) - Marketing Público;MP(TP)
G1167_OT;G1167(OT) - Organização e Gestão;O(OT)
G1167_TP;G1167(TP) - Organização e Gestão;O(TP)
G1168_OT;G1168(OT) - Gestão de Recursos Humanos;GH(OT)
G1168_TP;G1168(TP) - Gestão de Recursos Humanos;GH(TP)
G1169_OT;G1169(OT) - Matemática Financeira;MF(OT)
G1169_TP;G1169(TP) - Matemática Financeira;MF(TP)
G1170_OT;G1170(OT) - Estratégia Empresarial;EE(OT)
G1170_TP;G1170(TP) - Estratégia Empresarial;EE(TP)
G1171_OT;G1171(OT) - Gestão da Qualidade;G(OT)
G1171_TP;G1171(TP) - Gestão da Qualidade;G(TP)
G1172_OT;G1172(OT) - Jogos de Gestão;J(OT)
G1172_TP;G1172(TP) - Jogos de Gestão;J(TP)
G1173_E;G1173(E) - Estágio/Projeto de Fim de Curso;E(E)
G1173_OT;G1173(OT) - Estágio/Projeto de Fim de Curso;E(OT)
G1174_OT;G1174(OT) - Logística;L(OT)
G1174_TP;G1174(TP) - Logística;L(TP)
G1175_OT;G1175(OT) - Empreendedorismo;E(OT)
G1175_TP;G1175(TP) - Empreendedorismo;E(TP)
G1176_OT;G1176(OT) - Gestão das Operações;GdO(OT)
G1176_TP;G1176(TP) - Gestão das Operações;GdO(TP)
G1177_OT;G1177(OT) - Marketing;M(OT)
G1177_TP;G1177(TP) - Marketing;M(TP)
G1178_OT;G1178(OT) - Comunicação Empresarial;CE(OT)
G1178_TP;G1178(TP) - Comunicação Empresarial;CE(TP)
G1179_OT;G1179(OT) - Mudança e Desenvolvimento Organizacional;MO(OT)
G1179_TP;G1179(TP) - Mudança e Desenvolvimento Organizacional;MO(TP)
G1180_OT;G1180(OT) - Estudos de Mercado;E(OT)
G1180_TP;G1180(TP) - Estudos de Mercado;E(TP)
G1181_OT;G1181(OT) - Planeamento e Análise de Funções;P(OT)
G1181_TP;G1181(TP) - Planeamento e Análise de Funções;P(TP)
G1182_OT;G1182(OT) - Avaliação do Desempenho e Gestão de Carreiras;A(OT)
G1182_TP;G1182(TP) - Avaliação do Desempenho e Gestão de Carreiras;A(TP)
G1183_OT;G1183(OT) - Ergonomia;E(OT)
G1183_TP;G1183(TP) - Ergonomia;E(TP)
G1184_OT;G1184(OT) - Gestão da Formação e Desenvolvimento do Potencial Humano;GH(OT)
G1184_TP;G1184(TP) - Gestão da Formação e Desenvolvimento do Potencial Humano;GH(TP)
G1185_OT;G1185(OT) - Higiene e Segurança no Trabalho;HnT(OT)
G1185_TP;G1185(TP) - Higiene e Segurança no Trabalho;HnT(TP)
G1186_OT;G1186(OT) - Recrutamento e Contratação;R(OT)
G1186_TP;G1186(TP) - Recrutamento e Contratação;R(TP)
G1187_OT;G1187(OT) - Diagnóstico e Intervenção nas Organizações;DnO(OT)
G1187_TP;G1187(TP) - Diagnóstico e Intervenção nas Organizações;DnO(TP)
INF1158_OT;INF1158(OT) - Tecnologias da Informação;T(OT)
INF1158_P;INF1158(P) - Tecnologias da Informação;T(P)
CSH1053_OT;CSH1053(OT) - Psicossociologia das Organizações;PdO(OT)
CSH1053_TP;CSH1053(TP) - Psicossociologia das Organizações;PdO(TP)
CSH1054_OT;CSH1054(OT) - Economia;E(OT)
CSH1054_TP;CSH1054(TP) - Economia;E(TP)
CSH1055_OT;CSH1055(OT) - Economia dos Recursos Humanos e Emprego;EdRH(OT)
